# Netlist diff: rev-C (kicad/wsl-phase8b.net) -> rev-D (kicad/wsl-phase8b-revD.net)
# Generated by scripts/diff_netlist_revC_to_revD.py. Identity = SKiDL tag.
# Format: TAB-separated records; first field is the record type.
SUMMARY	parts_revC=216	parts_revD=391	nets_revC=184	nets_revD=263
NOTE	documented change (D_PROT: spec H.4/FR-3; MCV _D1.4: remediation R2.5/FR-9; Rpu_* 47k: remediation spec R4): Rpu_TB
CHANGED_PART	Rpu_TENTH	10k|Resistor_SMD:R_0805_2012Metric	->	47k|Resistor_SMD:R_0805_2012Metric
NOTE	documented change (D_PROT: spec H.4/FR-3; MCV _D1.4: remediation R2.5/FR-9; Rpu_* 47k: remediation spec R4): Rpu_TENTH
REFDES_SHIFT	ISO_WET	U37	U45
REFDES_SHIFT	R_RAIL_GATE_PULLUP	R106	R124
REFDES_SHIFT	R_WDOG_KICK_GATE	R102	R118
REFDES_SHIFT	R_WDOG_KICK_PD	R103	R119
REFDES_SHIFT	R_WDOG_OUT_GATE	R104	R120
REFDES_SHIFT	R_WDOG_OUT_PD	R105	R121
REFDES_SHIFT	R_WDOG_TIMING	R100	R116
REFDES_SHIFT	R_WDOG_TRIG_PULLUP	R101	R117
REFDES_SHIFT	Rb_AND_ARM	R107	R125
REFDES_SHIFT	Rb_AND_RP_OK	R109	R127
REFDES_SHIFT	Rb_BE	R76	R92
REFDES_SHIFT	Rb_M	R79	R95
REFDES_SHIFT	Rb_M1	R85	R101
REFDES_SHIFT	Rb_M2	R82	R98
REFDES_SHIFT	Rb_S	R67	R83
REFDES_SHIFT	Rb_SP	R73	R89
REFDES_SHIFT	Rb_T	R70	R86
REFDES_SHIFT	Rgled_L_FIRST	R88	R104
REFDES_SHIFT	Rgled_L_FOUL	R97	R113
REFDES_SHIFT	Rgled_L_SECOND	R91	R107
REFDES_SHIFT	Rgled_L_STRIKE	R94	R110
REFDES_SHIFT	Rled_L_FIRST	R90	R106
REFDES_SHIFT	Rled_L_FOUL	R99	R115
REFDES_SHIFT	Rled_L_SECOND	R93	R109
REFDES_SHIFT	Rled_L_STRIKE	R96	R112
REFDES_SHIFT	Rpd_AND_ARM	R108	R126
REFDES_SHIFT	Rpd_AND_RP_OK	R110	R128
REFDES_SHIFT	Rpd_BE	R77	R93
REFDES_SHIFT	Rpd_M	R80	R96
REFDES_SHIFT	Rpd_M1	R86	R102
REFDES_SHIFT	Rpd_M2	R83	R99
REFDES_SHIFT	Rpd_S	R68	R84
REFDES_SHIFT	Rpd_SP	R74	R90
REFDES_SHIFT	Rpd_T	R71	R87
REFDES_SHIFT	Rpdled_L_FIRST	R89	R105
REFDES_SHIFT	Rpdled_L_FOUL	R98	R114
REFDES_SHIFT	Rpdled_L_SECOND	R92	R108
REFDES_SHIFT	Rpdled_L_STRIKE	R95	R111
REFDES_SHIFT	Rsnub_BE	R78	R94
REFDES_SHIFT	Rsnub_M	R81	R97
REFDES_SHIFT	Rsnub_M1	R87	R103
REFDES_SHIFT	Rsnub_M2	R84	R100
REFDES_SHIFT	Rsnub_S	R69	R85
REFDES_SHIFT	Rsnub_SP	R75	R91
REFDES_SHIFT	Rsnub_T	R72	R88
REFDES_SHIFT	U_WDOG	U36	U44
DEEP_PART_CHECK	175/175 added parts match value+footprint
ADDED_NET	ADC_VCC5_SENSE	C_ADC5.1 RP_PICO.31 R_ADC5_BOT.1 R_ADC5_TOP.2
ADDED_NET	FIELD_LED_AUX10	Dclamp_AUX10.1 Dser_AUX10.1 OPTO_AUX10.1
ADDED_NET	FIELD_LED_AUX11	Dclamp_AUX11.1 Dser_AUX11.1 OPTO_AUX11.1
ADDED_NET	FIELD_LED_AUX4	Dclamp_AUX4.1 Dser_AUX4.1 OPTO_AUX4.1
ADDED_NET	FIELD_LED_AUX5	Dclamp_AUX5.1 Dser_AUX5.1 OPTO_AUX5.1
ADDED_NET	FIELD_LED_AUX6	Dclamp_AUX6.1 Dser_AUX6.1 OPTO_AUX6.1
ADDED_NET	FIELD_LED_AUX7	Dclamp_AUX7.1 Dser_AUX7.1 OPTO_AUX7.1
ADDED_NET	FIELD_LED_AUX8	Dclamp_AUX8.1 Dser_AUX8.1 OPTO_AUX8.1
ADDED_NET	FIELD_LED_AUX9	Dclamp_AUX9.1 Dser_AUX9.1 OPTO_AUX9.1
ADDED_NET	FIELD_RIN_AUX1	Dser_AUX1.2 Rin_AUX1.2
ADDED_NET	FIELD_RIN_AUX10	Dser_AUX10.2 Rin_AUX10.2
ADDED_NET	FIELD_RIN_AUX11	Dser_AUX11.2 Rin_AUX11.2
ADDED_NET	FIELD_RIN_AUX2	Dser_AUX2.2 Rin_AUX2.2
ADDED_NET	FIELD_RIN_AUX3	Dser_AUX3.2 Rin_AUX3.2
ADDED_NET	FIELD_RIN_AUX4	Dser_AUX4.2 Rin_AUX4.2
ADDED_NET	FIELD_RIN_AUX5	Dser_AUX5.2 Rin_AUX5.2
ADDED_NET	FIELD_RIN_AUX6	Dser_AUX6.2 Rin_AUX6.2
ADDED_NET	FIELD_RIN_AUX7	Dser_AUX7.2 Rin_AUX7.2
ADDED_NET	FIELD_RIN_AUX8	Dser_AUX8.2 Rin_AUX8.2
ADDED_NET	FIELD_RIN_AUX9	Dser_AUX9.2 Rin_AUX9.2
ADDED_NET	FIELD_RIN_BS	Dser_BS.2 Rin_BS.2
ADDED_NET	FIELD_RIN_DIELL_L	Dser_DIELL_L.2 Rin_DIELL_L.2
ADDED_NET	FIELD_RIN_DIELL_R	Dser_DIELL_R.2 Rin_DIELL_R.2
ADDED_NET	FIELD_RIN_FOUL	Dser_FOUL.2 Rin_FOUL.2
ADDED_NET	FIELD_RIN_GP	Dser_GP.2 Rin_GP.2
ADDED_NET	FIELD_RIN_GS1	Dser_GS1.2 Rin_GS1.2
ADDED_NET	FIELD_RIN_GS10	Dser_GS10.2 Rin_GS10.2
ADDED_NET	FIELD_RIN_GS2	Dser_GS2.2 Rin_GS2.2
ADDED_NET	FIELD_RIN_GS3	Dser_GS3.2 Rin_GS3.2
ADDED_NET	FIELD_RIN_GS4	Dser_GS4.2 Rin_GS4.2
ADDED_NET	FIELD_RIN_GS5	Dser_GS5.2 Rin_GS5.2
ADDED_NET	FIELD_RIN_GS6	Dser_GS6.2 Rin_GS6.2
ADDED_NET	FIELD_RIN_GS7	Dser_GS7.2 Rin_GS7.2
ADDED_NET	FIELD_RIN_GS8	Dser_GS8.2 Rin_GS8.2
ADDED_NET	FIELD_RIN_GS9	Dser_GS9.2 Rin_GS9.2
ADDED_NET	FIELD_RIN_MAN_S	Dser_MAN_S.2 Rin_MAN_S.2
ADDED_NET	FIELD_RIN_MAN_SWS	Dser_MAN_SWS.2 Rin_MAN_SWS.2
ADDED_NET	FIELD_RIN_MAN_SWSR	Dser_MAN_SWSR.2 Rin_MAN_SWSR.2
ADDED_NET	FIELD_RIN_MAN_T	Dser_MAN_T.2 Rin_MAN_T.2
ADDED_NET	FIELD_RIN_OS	Dser_OS.2 Rin_OS.2
ADDED_NET	FIELD_RIN_PBC	Dser_PBC.2 Rin_PBC.2
ADDED_NET	FIELD_RIN_PBZ	Dser_PBZ.2 Rin_PBZ.2
ADDED_NET	FIELD_RIN_SA	Dser_SA.2 Rin_SA.2
ADDED_NET	FIELD_RIN_SB	Dser_SB.2 Rin_SB.2
ADDED_NET	FIELD_RIN_SC	Dser_SC.2 Rin_SC.2
ADDED_NET	FIELD_RIN_TA1	Dser_TA1.2 Rin_TA1.2
ADDED_NET	FIELD_RIN_TA2	Dser_TA2.2 Rin_TA2.2
ADDED_NET	FIELD_RIN_TB	Dser_TB.2 Rin_TB.2
ADDED_NET	FIELD_RIN_TENTH	Dser_TENTH.2 Rin_TENTH.2
ADDED_NET	FIELD_SLOW_AUX10	Dclamp_AUX10.2 J_SLOWC.7 OPTO_AUX10.2
ADDED_NET	FIELD_SLOW_AUX11	Dclamp_AUX11.2 J_SLOWC.8 OPTO_AUX11.2
ADDED_NET	FIELD_SLOW_AUX4	Dclamp_AUX4.2 J_SLOWC.1 OPTO_AUX4.2
ADDED_NET	FIELD_SLOW_AUX5	Dclamp_AUX5.2 J_SLOWC.2 OPTO_AUX5.2
ADDED_NET	FIELD_SLOW_AUX6	Dclamp_AUX6.2 J_SLOWC.3 OPTO_AUX6.2
ADDED_NET	FIELD_SLOW_AUX7	Dclamp_AUX7.2 J_SLOWC.4 OPTO_AUX7.2
ADDED_NET	FIELD_SLOW_AUX8	Dclamp_AUX8.2 J_SLOWC.5 OPTO_AUX8.2
ADDED_NET	FIELD_SLOW_AUX9	Dclamp_AUX9.2 J_SLOWC.6 OPTO_AUX9.2
ADDED_NET	J16_3V3	D_ESD_J16.1 JP_J16_3V3.2 J_EXTI2C.5
ADDED_NET	J16_5V	D_ESD_J16.4 F_J16_5V.2 J_EXTI2C.1
ADDED_NET	J16_SCL	D_ESD_J16.6 J_EXTI2C.4 R_J16_SCL_PU.2 U_I2C_BUF.2
ADDED_NET	J16_SDA	D_ESD_J16.3 J_EXTI2C.3 R_J16_SDA_PU.2 U_I2C_BUF.7
ADDED_NET	REV_ID0	RP_PICO.26 R_REVID0.2
ADDED_NET	REV_ID1	RP_PICO.27 R_REVID1.2
ADDED_NET	SLOW_AUX10	Cflt_AUX10.1 MCP_IN_B.7 OPTO_AUX10.4 Rpu_AUX10.2
ADDED_NET	SLOW_AUX11	Cflt_AUX11.1 MCP_IN_B.8 OPTO_AUX11.4 Rpu_AUX11.2
ADDED_NET	SLOW_AUX4	Cflt_AUX4.1 MCP_IN_B.1 OPTO_AUX4.4 Rpu_AUX4.2
ADDED_NET	SLOW_AUX5	Cflt_AUX5.1 MCP_IN_B.2 OPTO_AUX5.4 Rpu_AUX5.2
ADDED_NET	SLOW_AUX6	Cflt_AUX6.1 MCP_IN_B.3 OPTO_AUX6.4 Rpu_AUX6.2
ADDED_NET	SLOW_AUX7	Cflt_AUX7.1 MCP_IN_B.4 OPTO_AUX7.4 Rpu_AUX7.2
ADDED_NET	SLOW_AUX8	Cflt_AUX8.1 MCP_IN_B.5 OPTO_AUX8.4 Rpu_AUX8.2
ADDED_NET	SLOW_AUX9	Cflt_AUX9.1 MCP_IN_B.6 OPTO_AUX9.4 Rpu_AUX9.2
ADDED_NET	TAP_ARM_PERMIT	Q_TAP_ARM.3 RP_PICO.24 R_TAPPU_ARM.2
ADDED_NET	TAP_GATE_555	Q_TAP_555.1 R_TAPIN_555.2
ADDED_NET	TAP_GATE_ARM	Q_TAP_ARM.1 R_TAPG_ARM.1 R_TAPIN_ARM.2
ADDED_NET	TAP_GATE_KICK	Q_TAP_KICK.1 R_TAPG_KICK.1 R_TAPIN_KICK.2
ADDED_NET	TAP_GATE_RPOK	Q_TAP_RPOK.1 R_TAPG_RPOK.1 R_TAPIN_RPOK.2
ADDED_NET	TAP_NE555_OUT	Q_TAP_555.3 RP_PICO.21 R_TAPPU_555.2
ADDED_NET	TAP_RP2040_OK	Q_TAP_RPOK.3 RP_PICO.25 R_TAPPU_RPOK.2
ADDED_NET	TAP_WDOG_KICK	Q_TAP_KICK.3 RP_PICO.22 R_TAPPU_KICK.2
DEEP_NET_CHECK	79/79 added nets match pad membership
CHANGED_NET	ARM_PERMIT	+R_TAPIN_ARM.1
CHANGED_NET	FAST_DIELL_L	+Cflt_DIELL_L.1
CHANGED_NET	FAST_DIELL_R	+Cflt_DIELL_R.1
CHANGED_NET	FAST_SA	+Cflt_SA.1
CHANGED_NET	FAST_SB	+Cflt_SB.1
CHANGED_NET	FAST_SC	+Cflt_SC.1
CHANGED_NET	FAST_TA1	+Cflt_TA1.1
CHANGED_NET	FAST_TA2	+Cflt_TA2.1
CHANGED_NET	FAST_TB	+Cflt_TB.1
CHANGED_NET	FIELD_FAST_DIELL_L	+Dclamp_DIELL_L.2
CHANGED_NET	FIELD_FAST_DIELL_R	+Dclamp_DIELL_R.2
CHANGED_NET	FIELD_FAST_SA	+Dclamp_SA.2
CHANGED_NET	FIELD_FAST_SB	+Dclamp_SB.2
CHANGED_NET	FIELD_FAST_SC	+Dclamp_SC.2
CHANGED_NET	FIELD_FAST_TA1	+Dclamp_TA1.2
CHANGED_NET	FIELD_FAST_TA2	+Dclamp_TA2.2
CHANGED_NET	FIELD_FAST_TB	+Dclamp_TB.2
CHANGED_NET	FIELD_GND	+J_SLOWC.10 +J_SLOWC.9 +R_WET_BLEED1.2 +R_WET_BLEED2.2
CHANGED_NET	FIELD_LED_AUX1	+Dclamp_AUX1.1 +Dser_AUX1.1 -Rin_AUX1.2
MOVED_NODE	Rin_AUX1.2	FIELD_LED_AUX1	->	FIELD_RIN_AUX1
CHANGED_NET	FIELD_LED_AUX2	+Dclamp_AUX2.1 +Dser_AUX2.1 -Rin_AUX2.2
MOVED_NODE	Rin_AUX2.2	FIELD_LED_AUX2	->	FIELD_RIN_AUX2
CHANGED_NET	FIELD_LED_AUX3	+Dclamp_AUX3.1 +Dser_AUX3.1 -Rin_AUX3.2
MOVED_NODE	Rin_AUX3.2	FIELD_LED_AUX3	->	FIELD_RIN_AUX3
CHANGED_NET	FIELD_LED_BS	+Dclamp_BS.1 +Dser_BS.1 -Rin_BS.2
MOVED_NODE	Rin_BS.2	FIELD_LED_BS	->	FIELD_RIN_BS
CHANGED_NET	FIELD_LED_DIELL_L	+Dclamp_DIELL_L.1 +Dser_DIELL_L.1 -Rin_DIELL_L.2
MOVED_NODE	Rin_DIELL_L.2	FIELD_LED_DIELL_L	->	FIELD_RIN_DIELL_L
CHANGED_NET	FIELD_LED_DIELL_R	+Dclamp_DIELL_R.1 +Dser_DIELL_R.1 -Rin_DIELL_R.2
MOVED_NODE	Rin_DIELL_R.2	FIELD_LED_DIELL_R	->	FIELD_RIN_DIELL_R
CHANGED_NET	FIELD_LED_FOUL	+Dclamp_FOUL.1 +Dser_FOUL.1 -Rin_FOUL.2
MOVED_NODE	Rin_FOUL.2	FIELD_LED_FOUL	->	FIELD_RIN_FOUL
CHANGED_NET	FIELD_LED_GP	+Dclamp_GP.1 +Dser_GP.1 -Rin_GP.2
MOVED_NODE	Rin_GP.2	FIELD_LED_GP	->	FIELD_RIN_GP
CHANGED_NET	FIELD_LED_GS1	+Dclamp_GS1.1 +Dser_GS1.1 -Rin_GS1.2
MOVED_NODE	Rin_GS1.2	FIELD_LED_GS1	->	FIELD_RIN_GS1
CHANGED_NET	FIELD_LED_GS10	+Dclamp_GS10.1 +Dser_GS10.1 -Rin_GS10.2
MOVED_NODE	Rin_GS10.2	FIELD_LED_GS10	->	FIELD_RIN_GS10
CHANGED_NET	FIELD_LED_GS2	+Dclamp_GS2.1 +Dser_GS2.1 -Rin_GS2.2
MOVED_NODE	Rin_GS2.2	FIELD_LED_GS2	->	FIELD_RIN_GS2
CHANGED_NET	FIELD_LED_GS3	+Dclamp_GS3.1 +Dser_GS3.1 -Rin_GS3.2
MOVED_NODE	Rin_GS3.2	FIELD_LED_GS3	->	FIELD_RIN_GS3
CHANGED_NET	FIELD_LED_GS4	+Dclamp_GS4.1 +Dser_GS4.1 -Rin_GS4.2
MOVED_NODE	Rin_GS4.2	FIELD_LED_GS4	->	FIELD_RIN_GS4
CHANGED_NET	FIELD_LED_GS5	+Dclamp_GS5.1 +Dser_GS5.1 -Rin_GS5.2
MOVED_NODE	Rin_GS5.2	FIELD_LED_GS5	->	FIELD_RIN_GS5
CHANGED_NET	FIELD_LED_GS6	+Dclamp_GS6.1 +Dser_GS6.1 -Rin_GS6.2
MOVED_NODE	Rin_GS6.2	FIELD_LED_GS6	->	FIELD_RIN_GS6
CHANGED_NET	FIELD_LED_GS7	+Dclamp_GS7.1 +Dser_GS7.1 -Rin_GS7.2
MOVED_NODE	Rin_GS7.2	FIELD_LED_GS7	->	FIELD_RIN_GS7
CHANGED_NET	FIELD_LED_GS8	+Dclamp_GS8.1 +Dser_GS8.1 -Rin_GS8.2
MOVED_NODE	Rin_GS8.2	FIELD_LED_GS8	->	FIELD_RIN_GS8
CHANGED_NET	FIELD_LED_GS9	+Dclamp_GS9.1 +Dser_GS9.1 -Rin_GS9.2
MOVED_NODE	Rin_GS9.2	FIELD_LED_GS9	->	FIELD_RIN_GS9
CHANGED_NET	FIELD_LED_MAN_S	+Dclamp_MAN_S.1 +Dser_MAN_S.1 -Rin_MAN_S.2
MOVED_NODE	Rin_MAN_S.2	FIELD_LED_MAN_S	->	FIELD_RIN_MAN_S
CHANGED_NET	FIELD_LED_MAN_SWS	+Dclamp_MAN_SWS.1 +Dser_MAN_SWS.1 -Rin_MAN_SWS.2
MOVED_NODE	Rin_MAN_SWS.2	FIELD_LED_MAN_SWS	->	FIELD_RIN_MAN_SWS
CHANGED_NET	FIELD_LED_MAN_SWSR	+Dclamp_MAN_SWSR.1 +Dser_MAN_SWSR.1 -Rin_MAN_SWSR.2
MOVED_NODE	Rin_MAN_SWSR.2	FIELD_LED_MAN_SWSR	->	FIELD_RIN_MAN_SWSR
CHANGED_NET	FIELD_LED_MAN_T	+Dclamp_MAN_T.1 +Dser_MAN_T.1 -Rin_MAN_T.2
MOVED_NODE	Rin_MAN_T.2	FIELD_LED_MAN_T	->	FIELD_RIN_MAN_T
CHANGED_NET	FIELD_LED_OS	+Dclamp_OS.1 +Dser_OS.1 -Rin_OS.2
MOVED_NODE	Rin_OS.2	FIELD_LED_OS	->	FIELD_RIN_OS
CHANGED_NET	FIELD_LED_PBC	+Dclamp_PBC.1 +Dser_PBC.1 -Rin_PBC.2
MOVED_NODE	Rin_PBC.2	FIELD_LED_PBC	->	FIELD_RIN_PBC
CHANGED_NET	FIELD_LED_PBZ	+Dclamp_PBZ.1 +Dser_PBZ.1 -Rin_PBZ.2
MOVED_NODE	Rin_PBZ.2	FIELD_LED_PBZ	->	FIELD_RIN_PBZ
CHANGED_NET	FIELD_LED_SA	+Dclamp_SA.1 +Dser_SA.1 -Rin_SA.2
MOVED_NODE	Rin_SA.2	FIELD_LED_SA	->	FIELD_RIN_SA
CHANGED_NET	FIELD_LED_SB	+Dclamp_SB.1 +Dser_SB.1 -Rin_SB.2
MOVED_NODE	Rin_SB.2	FIELD_LED_SB	->	FIELD_RIN_SB
CHANGED_NET	FIELD_LED_SC	+Dclamp_SC.1 +Dser_SC.1 -Rin_SC.2
MOVED_NODE	Rin_SC.2	FIELD_LED_SC	->	FIELD_RIN_SC
CHANGED_NET	FIELD_LED_TA1	+Dclamp_TA1.1 +Dser_TA1.1 -Rin_TA1.2
MOVED_NODE	Rin_TA1.2	FIELD_LED_TA1	->	FIELD_RIN_TA1
CHANGED_NET	FIELD_LED_TA2	+Dclamp_TA2.1 +Dser_TA2.1 -Rin_TA2.2
MOVED_NODE	Rin_TA2.2	FIELD_LED_TA2	->	FIELD_RIN_TA2
CHANGED_NET	FIELD_LED_TB	+Dclamp_TB.1 +Dser_TB.1 -Rin_TB.2
MOVED_NODE	Rin_TB.2	FIELD_LED_TB	->	FIELD_RIN_TB
CHANGED_NET	FIELD_LED_TENTH	+Dclamp_TENTH.1 +Dser_TENTH.1 -Rin_TENTH.2
MOVED_NODE	Rin_TENTH.2	FIELD_LED_TENTH	->	FIELD_RIN_TENTH
CHANGED_NET	FIELD_SLOW_AUX1	+Dclamp_AUX1.2
CHANGED_NET	FIELD_SLOW_AUX2	+Dclamp_AUX2.2
CHANGED_NET	FIELD_SLOW_AUX3	+Dclamp_AUX3.2
CHANGED_NET	FIELD_SLOW_BS	+Dclamp_BS.2
CHANGED_NET	FIELD_SLOW_FOUL	+Dclamp_FOUL.2
CHANGED_NET	FIELD_SLOW_GP	+Dclamp_GP.2
CHANGED_NET	FIELD_SLOW_GS1	+Dclamp_GS1.2
CHANGED_NET	FIELD_SLOW_GS10	+Dclamp_GS10.2
CHANGED_NET	FIELD_SLOW_GS2	+Dclamp_GS2.2
CHANGED_NET	FIELD_SLOW_GS3	+Dclamp_GS3.2
CHANGED_NET	FIELD_SLOW_GS4	+Dclamp_GS4.2
CHANGED_NET	FIELD_SLOW_GS5	+Dclamp_GS5.2
CHANGED_NET	FIELD_SLOW_GS6	+Dclamp_GS6.2
CHANGED_NET	FIELD_SLOW_GS7	+Dclamp_GS7.2
CHANGED_NET	FIELD_SLOW_GS8	+Dclamp_GS8.2
CHANGED_NET	FIELD_SLOW_GS9	+Dclamp_GS9.2
CHANGED_NET	FIELD_SLOW_MAN_S	+Dclamp_MAN_S.2
CHANGED_NET	FIELD_SLOW_MAN_SWS	+Dclamp_MAN_SWS.2
CHANGED_NET	FIELD_SLOW_MAN_SWSR	+Dclamp_MAN_SWSR.2
CHANGED_NET	FIELD_SLOW_MAN_T	+Dclamp_MAN_T.2
CHANGED_NET	FIELD_SLOW_OS	+Dclamp_OS.2
CHANGED_NET	FIELD_SLOW_PBC	+Dclamp_PBC.2
CHANGED_NET	FIELD_SLOW_PBZ	+Dclamp_PBZ.2
CHANGED_NET	FIELD_SLOW_TENTH	+Dclamp_TENTH.2
CHANGED_NET	FIELD_WET_V	+R_WET_BLEED1.1 +R_WET_BLEED2.1 +Rin_AUX10.1 +Rin_AUX11.1 +Rin_AUX4.1 +Rin_AUX5.1 +Rin_AUX6.1 +Rin_AUX7.1 +Rin_AUX8.1 +Rin_AUX9.1
CHANGED_NET	GND	+C_ADC5.2 +C_I2C_BUF.2 +Cflt_AUX1.2 +Cflt_AUX10.2 +Cflt_AUX11.2 +Cflt_AUX2.2 +Cflt_AUX3.2 +Cflt_AUX4.2 +Cflt_AUX5.2 +Cflt_AUX6.2 +Cflt_AUX7.2 +Cflt_AUX8.2 +Cflt_AUX9.2 +Cflt_BS.2 +Cflt_DIELL_L.2 +Cflt_DIELL_R.2 +Cflt_FOUL.2 +Cflt_GP.2 +Cflt_GS1.2 +Cflt_GS10.2 +Cflt_GS2.2 +Cflt_GS3.2 +Cflt_GS4.2 +Cflt_GS5.2 +Cflt_GS6.2 +Cflt_GS7.2 +Cflt_GS8.2 +Cflt_GS9.2 +Cflt_MAN_S.2 +Cflt_MAN_SWS.2 +Cflt_MAN_SWSR.2 +Cflt_MAN_T.2 +Cflt_OS.2 +Cflt_PBC.2 +Cflt_PBZ.2 +Cflt_SA.2 +Cflt_SB.2 +Cflt_SC.2 +Cflt_TA1.2 +Cflt_TA2.2 +Cflt_TB.2 +Cflt_TENTH.2 +D_ESD_J16.2 +J_EXTI2C.2 +J_EXTI2C.6 +OPTO_AUX10.3 +OPTO_AUX11.3 +OPTO_AUX4.3 +OPTO_AUX5.3 +OPTO_AUX6.3 +OPTO_AUX7.3 +OPTO_AUX8.3 +OPTO_AUX9.3 +Q_TAP_555.2 +Q_TAP_ARM.2 +Q_TAP_KICK.2 +Q_TAP_RPOK.2 +R_ADC5_BOT.2 +R_REVID1.1 +R_TAPG_ARM.2 +R_TAPG_KICK.2 +R_TAPG_RPOK.2 +U_I2C_BUF.4
CHANGED_NET	I2C_SCL	+U_I2C_BUF.3
CHANGED_NET	I2C_SDA	+U_I2C_BUF.6
CHANGED_NET	NE555_OUT	+R_TAPIN_555.1
CHANGED_NET	RP2040_OK	+R_TAPIN_RPOK.1
CHANGED_NET	SLOW_AUX1	+Cflt_AUX1.1
CHANGED_NET	SLOW_AUX2	+Cflt_AUX2.1
CHANGED_NET	SLOW_AUX3	+Cflt_AUX3.1
CHANGED_NET	SLOW_BS	+Cflt_BS.1
CHANGED_NET	SLOW_FOUL	+Cflt_FOUL.1
CHANGED_NET	SLOW_GP	+Cflt_GP.1
CHANGED_NET	SLOW_GS1	+Cflt_GS1.1
CHANGED_NET	SLOW_GS10	+Cflt_GS10.1
CHANGED_NET	SLOW_GS2	+Cflt_GS2.1
CHANGED_NET	SLOW_GS3	+Cflt_GS3.1
CHANGED_NET	SLOW_GS4	+Cflt_GS4.1
CHANGED_NET	SLOW_GS5	+Cflt_GS5.1
CHANGED_NET	SLOW_GS6	+Cflt_GS6.1
CHANGED_NET	SLOW_GS7	+Cflt_GS7.1
CHANGED_NET	SLOW_GS8	+Cflt_GS8.1
CHANGED_NET	SLOW_GS9	+Cflt_GS9.1
CHANGED_NET	SLOW_MAN_S	+Cflt_MAN_S.1
CHANGED_NET	SLOW_MAN_SWS	+Cflt_MAN_SWS.1
CHANGED_NET	SLOW_MAN_SWSR	+Cflt_MAN_SWSR.1
CHANGED_NET	SLOW_MAN_T	+Cflt_MAN_T.1
CHANGED_NET	SLOW_OS	+Cflt_OS.1
CHANGED_NET	SLOW_PBC	+Cflt_PBC.1
CHANGED_NET	SLOW_PBZ	+Cflt_PBZ.1
CHANGED_NET	SLOW_TENTH	+Cflt_TENTH.1
CHANGED_NET	VCC_3V3	+C_I2C_BUF.1 +JP_J16_3V3.1 +R_J16_SCL_PU.1 +R_J16_SDA_PU.1 +R_REVID0.1 +R_TAPPU_555.1 +R_TAPPU_ARM.1 +R_TAPPU_KICK.1 +R_TAPPU_RPOK.1 +Rpu_AUX10.1 +Rpu_AUX11.1 +Rpu_AUX4.1 +Rpu_AUX5.1 +Rpu_AUX6.1 +Rpu_AUX7.1 +Rpu_AUX8.1 +Rpu_AUX9.1 +U_I2C_BUF.1 +U_I2C_BUF.8
CHANGED_NET	VCC_5V	+D_ESD_J16.5 +F_J16_5V.1 +R_ADC5_TOP.1
CHANGED_NET	WDOG_KICK	+R_TAPIN_KICK.1
DEEP_TOUCH_CHECK	107/107 touched nets match exact additions
DEEP_MOVE_CHECK	32/32 sanctioned node moves verified on their destination net
UNCHANGED_NETS	77
